Feature,F_score,p_value
PL_CTDD_50,25.845306685685763,2.3384733899222307e-38
PL_CTDD_140,25.805376988287172,2.6617448480212723e-38
PL_PAAC_17,25.776300690264033,2.9250124046612523e-38
PL_CTDC_30,25.734032762439654,3.3549913090602764e-38
PL_CKSAAP_45,25.733414122637573,3.3617340026339986e-38
PL_CTDD_105,25.685789877174866,3.923755998594691e-38
BLOSUM5,25.588944011649293,5.37425010399798e-38
PL_CKSAAP_342,25.58724718894767,5.40396512263306e-38
PL_CKSAAP_307,25.579330006025277,5.544804525367161e-38
PL_AAIndex1_143,25.577940357323335,5.569902124721445e-38
PL_AAIndex1_322,25.561396482403463,5.87758759723232e-38
PL_AAIndex1_321,25.561396482403463,5.87758759723232e-38
VF,25.55020321204559,6.09537243893284e-38
PL_AAIndex1_344,25.507722416984013,6.998145989858793e-38
PL_AAIndex1_257,25.456919286453548,8.255554829781495e-38
PL_PAAC_2,25.435210497016815,8.859747510649377e-38
PL_SOCN_Grantham_2,25.434774624706098,8.872322182772666e-38
PL_AAIndex1_474,25.426321934704507,9.119747236306448e-38
L,25.42112138570552,9.27540227832827e-38
PL_CKSAAP_118,25.354789448376952,1.1510902212984863e-37
PL_QSO_SW_15,25.30930966023426,1.3348666871903813e-37
PL_CKSAAP_322,25.295003679537288,1.3985506304640786e-37
PL_CKSAAP_325,25.269938633069746,1.5175629013445214e-37
PL_CKSAAP_3,25.23190626704016,1.7178278825571913e-37
PL_ATC_bonds_1,25.205538179412116,1.872030599117422e-37
PL_CKSAAP_398,25.16601001704581,2.129585870553486e-37
PL_APAAC_23,25.117423816729097,2.495356308444095e-37
PL_CTDT_37,25.100416230303406,2.637764562830153e-37
PL_AAIndex1_235,25.09921065452783,2.6481631028571994e-37
PL_APAAC_3,25.09418336978356,2.6919702465550838e-37
PL_CTD_295,25.081533170739974,2.805444410285292e-37
PL_AAIndex1_32,25.076784319268807,2.8492698806270476e-37
KF6,25.065471348939134,2.956459005397971e-37
PL_ATC_bonds_0,25.062863797616767,2.9817332239770455e-37
PL_AAIndex1_31,24.984023290778037,3.857331436812717e-37
PL_CTDD_30,24.973648031046423,3.990320536612372e-37
PL_CTDD_80,24.91492540930035,4.834494268689231e-37
PL_AAIndex1_61,24.909609847079246,4.91923298004404e-37
PL_CKSAAP_152,24.880997224420728,5.401618620998721e-37
PL_AAIndex1_232,24.88027600920132,5.414371982523743e-37
ST3,24.822018967459577,6.5508593392190844e-37
MolecularWeight,24.805092143980104,6.923881477514537e-37
PL_CTDD_45,24.78061730406025,7.501226708469953e-37
PD1,24.743700114774988,8.464702172810112e-37
PL_CKSAAP_54,24.740609185544518,8.550792055363834e-37
PL_CKSAAP_242,24.723425099440394,9.045670044987881e-37
PL_PAAC_3,24.68930476454773,1.0115050819927858e-36
PL_SOCN_Grantham_1,24.613751307382664,1.2956122903899974e-36
PL_APAAC_16,24.58675167145936,1.4155032166852377e-36
PL_APAAC_8,24.563032278213345,1.5299757258952475e-36
PL_AAIndex1_216,24.533506138640355,1.6855288607457064e-36
PL_QSO_Grantham_9,24.507655859285876,1.8346852877509546e-36
PL_CKSAAP_196,24.50562885971519,1.8469261198696604e-36
PL_AAIndex1_469,24.47414422134713,2.047922479529767e-36
PL_CKSAAP_77,24.384929153763938,2.7447817866854436e-36
PL_AAIndex1_149,24.336148652622214,3.221785083845787e-36
PL_AAIndex1_503,24.291803640889764,3.7272082792487963e-36
PL_AAIndex1_539,24.2794174998243,3.882084462495505e-36
PL_PAAC_8,24.268976420895086,4.017641675952665e-36
PL_AAIndex1_442,24.250754895707637,4.265681845521832e-36
PL_SOCN_Grantham_0,24.240904868924698,4.4061001999011536e-36
PL_APAAC_10,24.204651628011746,4.964033927018936e-36
KF9,24.131867942520856,6.307266931865651e-36
PL_CKSAAP_327,24.1259663353867,6.430983684240147e-36
PL_CKSAAP_156,24.09913431138992,7.024875215251486e-36
PL_AAIndex1_504,24.096079231027108,7.095891635556843e-36
PL_CKSAAP_182,24.05769483550798,8.051959229312392e-36
PL_CKSAAP_65,24.030095552591884,8.818272367289628e-36
GH.1,24.022302592541397,9.047600174073325e-36
PL_PAAC_16,24.01233898439529,9.349536685814213e-36
PL_AAIndex1_165,23.96906037030198,1.0782784080702928e-35
SVGER3,23.962872714400795,1.1004965167042438e-35
PL_CKSAAP_67,23.944504865986897,1.1691910449367466e-35
KF8,23.936116121119834,1.201978933954712e-35
T5,23.914244012066842,1.291868981012852e-35
PL_AAIndex1_136,23.852809328243158,1.582075629994874e-35
PL_CTD_148,23.828794093492295,1.71255045113691e-35
PL_PAAC_10,23.801747338719007,1.872460464460071e-35
PL_CKSAAP_142,23.800788873190882,1.878394061324109e-35
PL_CKSAAP_172,23.77379611630243,2.0534687237904178e-35
PL_AAIndex1_475,23.718589464283546,2.4641677013936794e-35
PL_AAIndex1_378,23.71828137666332,2.466676830533141e-35
PL_AAIndex1_28,23.716027837318553,2.485108186980597e-35
DD.1,23.71584660535986,2.4865964411532014e-35
NP,23.70633670401951,2.5659573680453346e-35
PL_CKSAAP_105,23.70519310735634,2.575670265038388e-35
PL_AAIndex1_303,23.65889995153364,3.0014099779481024e-35
PL_AAIndex1_64,23.655171630473806,3.038624184697838e-35
PL_CKSAAP_101,23.642843753564822,3.1650005577859504e-35
PL_ATC_bonds_2,23.6248578756485,3.358892838748929e-35
PL_AAIndex1_175,23.616178198066294,3.4566788758587937e-35
PL_AAIndex1_330,23.543308933712282,4.398729592479562e-35
PL_AAIndex1_269,23.513058666400404,4.861809330340996e-35
PL_CKSAAP_305,23.491486449398447,5.221616570513769e-35
PL_AAIndex1_135,23.43512529779074,6.292800761760659e-35
PL_AAIndex1_495,23.400315219195956,7.061805480660444e-35
E3,23.3780624089626,7.602086631965073e-35
PL_AAIndex1_273,23.3658488671308,7.916043312790663e-35
PL_CKSAAP_187,23.30086213107695,9.818746976784896e-35
PL_AAIndex1_282,23.284975968467077,1.034980552914886e-34
PL_CTDT_7,23.261398127742453,1.1191549654030082e-34
PL_AAIndex1_123,23.18490544264127,1.4424718147512317e-34
TG,23.12458956276086,1.7622506703218678e-34
PL_APAAC_13,23.116758398330397,1.8086795565552672e-34
PL_CKSAAP_57,23.09865927328319,1.9207320589242922e-34
PL_AAIndex1_187,23.055782623518734,2.2147574614301315e-34
PL_CKSAAP_167,23.038828470433753,2.343110863401163e-34
PL_Entropy_0,23.015024926839835,2.5360046426386383e-34
PL_CKSAAP_353,23.009480399605277,2.583175133065948e-34
PL_AAIndex1_8,22.963624475247443,3.0085977180454733e-34
PL_AAIndex1_108,22.934807788501384,3.3112003627099045e-34
PL_AAIndex1_260,22.881619094700405,3.9521741996841954e-34
PL_CTDD_110,22.836268129181455,4.596110991213901e-34
PL_CKSAAP_340,22.820444104084395,4.844736142444419e-34
PL_CTDD_135,22.799568431553688,5.193482491942549e-34
PL_CKSAAP_8,22.772008559384407,5.6927454510361815e-34
PL_AAIndex1_549,22.725157986059163,6.654406973901415e-34
PL_CKSAAP_10,22.694507056262683,7.370092043982557e-34
PL_APAAC_9,22.64253674142624,8.76437470278581e-34
PL_CKSAAP_180,22.64031098537307,8.829668163988414e-34
PL_PAAC_13,22.624644221442853,9.303267546389672e-34
PL_CKSAAP_154,22.617414199517313,9.530336636365323e-34
PL_CKSAAP_338,22.44057838294989,1.7197384940299112e-33
PL_CKSAAP_320,22.43581630990751,1.7473155778173403e-33
PL_AAIndex1_315,22.391994803707913,2.0228431629261848e-33
VG,22.38100431631351,2.098527677686455e-33
PL_CTDT_21,22.376093388361774,2.1332576832516838e-33
PL_APAAC_12,22.369823697222678,2.178435658103509e-33
VSTPV6,22.33758149602762,2.4263705263584353e-33
PL_CKSAAP_289,22.248504029273832,3.2685649904719726e-33
PL_AAIndex1_441,22.226961349516735,3.5129067704491896e-33
PL_CKSAAP_194,22.16604103748767,4.3076293936052463e-33
PL_PAAC_9,22.1442481255861,4.633768989923222e-33
PL_CKSAAP_337,22.14326984207187,4.648976549519803e-33
PL_CTDT_34,22.061168410856627,6.12100233341532e-33
VHSE8,22.06044256769912,6.135911629560736e-33
PL_AAIndex1_93,22.060188203170895,6.1411450553740975e-33
PL_AAIndex1_49,22.038776279205962,6.598117464279357e-33
FF.1,22.020505621424633,7.014914787528574e-33
PL_CTD_245,21.956840840556136,8.684652757952616e-33
PL_AAIndex1_410,21.91468442991655,1.0004218396898981e-32
GGS,21.90576435231038,1.0308239014471608e-32
DSG,21.903813454148093,1.0375955847514358e-32
PL_CKSAAP_110,21.900490367309583,1.0492330646394573e-32
DGD,21.89677870721879,1.0623861147275295e-32
PL_CKSAAP_155,21.744764695592437,1.7701944416450204e-32
PL_CKSAAP_74,21.720250360732184,1.9222367802277886e-32
ST8,21.712433790103944,1.9734179946841826e-32
PL_AAIndex1_552,21.702133755065514,2.0429528026868646e-32
PL_AAIndex1_444,21.68891592870668,2.135796528228562e-32
PL_CKSAAP_170,21.65588916408086,2.3866979505783852e-32
PL_PAAC_12,21.568833423687423,3.1989995297621087e-32
PL_AAIndex1_349,21.547581378653973,3.4362517420739134e-32
PL_CTDD_116,21.528229464814398,3.6676066727253774e-32
PL_CTDD_146,21.528229464814398,3.6676066727253774e-32
PL_CKSAAP_13,21.486538134388866,4.220491874794127e-32
DDG,21.44663464730585,4.827798212956086e-32
PL_AAIndex1_90,21.436027589878563,5.003484648505293e-32
PL_CKSAAP_317,21.412327991754193,5.41953702156934e-32
PL_CKSAAP_169,21.401927121092378,5.61291449823871e-32
PL_CKSAAP_17,21.35263810489556,6.627706657176564e-32
E5,21.35202425921071,6.641441314087773e-32
IG,21.337314223227956,6.979248150913856e-32
PL_CTDD_150,21.301038512932454,7.887778705883892e-32
PL_CTDD_60,21.235475670865323,9.84126066322219e-32
PL_CKSAAP_349,21.218289385568216,1.0429173274739391e-31
PL_CKSAAP_354,21.2138345070703,1.0587231273796777e-31
PL_CTDC_10,21.209320377323003,1.0749841472787852e-31
PL_CTD_82,21.202115445194607,1.10145848657893e-31
BLOSUM6,21.19555801642647,1.1261214087855646e-31
PL_CKSAAP_62,21.190746437577637,1.1445695642485654e-31
PL_AAIndex1_111,21.1709511010957,1.2237098091104145e-31
PL_CKSAAP_14,21.14502704650909,1.3357094128634803e-31
AF4,21.09443848557127,1.5847320766711653e-31
PL_CKSAAP_157,20.96959143144504,2.417248156814436e-31
PL_AAIndex1_479,20.96024221958941,2.4949429139772094e-31
GSG,20.90277823758861,3.030628971615318e-31
PL_CTDD_130,20.860057542617632,3.5023501370835853e-31
PL_CKSAAP_296,20.85598075556759,3.5510457418800404e-31
PL_AAIndex1_468,20.823738824811795,3.960861438271512e-31
PL_CKSAAP_183,20.804875009431125,4.222286415475152e-31
PL_CKSAAP_104,20.792232345111433,4.407109769660638e-31
PL_CKSAAP_61,20.783779226294477,4.535189506384543e-31
E4,20.769537172033807,4.759478974365243e-31
LF,20.764803742179193,4.8364587092576345e-31
PL_CKSAAP_36,20.738810637528804,5.2819826562102165e-31
PL_CKSAAP_153,20.717170504872676,5.6841323014670905e-31
PL_AAIndex1_455,20.69601666303417,6.106903364540529e-31
PL_AAIndex1_81,20.691775988074994,6.195376438252149e-31
AI,20.674374498696263,6.572083322034454e-31
PL_CTDD_63,20.625556132431512,7.756065314734256e-31
Q,20.615572827592768,8.02336461544615e-31
PL_CTD_89,20.604671166329155,8.3258135333531e-31
PL_CKSAAP_113,20.590096633508175,8.748092849505193e-31
PL_CKSAAP_365,20.589830764845075,8.755992270664357e-31
PL_AAIndex1_99,20.5808710959518,9.026422524787807e-31
PL_CKSAAP_115,20.572306149575823,9.292764258596136e-31
PL_CKSAAP_352,20.51914373816299,1.1131542898074777e-30
GDF,20.482868517253337,1.259155025756408e-30
PL_AAIndex1_324,20.47382536633773,1.2984490838548717e-30
ProtFP6,20.462760203604216,1.3482055592448434e-30
PL_CKSAAP_334,20.455713626891594,1.380883511291968e-30
PL_AAIndex1_261,20.44360508688477,1.438901425705708e-30
PL_AAIndex1_263,20.391462550331536,1.717997477234287e-30
KF1,20.355689422836907,1.9402767494733374e-30
PL_CKSAAP_102,20.312663540569144,2.2461545898470824e-30
PL_AAIndex1_139,20.305319751824758,2.3029968374170008e-30
PL_CKSAAP_217,20.297521662870288,2.364935077918653e-30
PL_AAIndex1_308,20.24787761195379,2.8003561384362988e-30
VE,20.170720089551,3.642048984582352e-30
PL_AAIndex1_262,20.16876411594542,3.6664019384263165e-30
PL_AAIndex1_480,20.1472227053178,3.945649791911398e-30
PL_QSO_Grantham_13,20.146785382192277,3.9515344966795435e-30
PL_CTD_85,20.134670451550615,4.1181006186685676e-30
PL_CTD_119,20.105450707369453,4.5493827782983266e-30
PL_ATC_atoms_2,20.100438075946293,4.627794182189051e-30
PL_CKSAAP_385,20.072577501679287,5.0889646449252826e-30
PL_CTDC_23,20.02920912128196,5.900219781734519e-30
PL_CTDC_29,20.02920912128196,5.900219781734519e-30
BLOSUM7,19.996705107630756,6.592194197415278e-30
PL_AAIndex1_328,19.976752221803256,7.056693094867783e-30
PL_CKSAAP_69,19.905480318071696,9.000599442869182e-30
GE,19.90023497943577,9.163279108074818e-30
PL_CKSAAP_174,19.89161303059832,9.437111472675242e-30
PL_CTDD_18,19.885107331058983,9.649149561644467e-30
SD.1,19.84273710224222,1.1151937291959698e-29
PL_AAIndex1_42,19.822316160227867,1.1957913084291842e-29
PL_CKSAAP_295,19.80514085516217,1.2680839163054647e-29
PL_AAIndex1_20,19.787081116644757,1.3488305086192575e-29
PL_CKSAAP_150,19.74405490067207,1.5625928992359197e-29
PL_CKSAAP_362,19.709414241772347,1.759138252287795e-29
PL_APAAC_15,19.70241465253707,1.801767694106337e-29
PL_CKSAAP_188,19.691458214440686,1.8705843623399113e-29
PL_QSO_SW_18,19.681077726788843,1.9382129791553836e-29
PL_CKSAAP_163,19.626018242705655,2.3401109577145912e-29
PL_CTDT_3,19.601144028925486,2.5481188553306454e-29
PL_CTDD_33,19.578340454330267,2.755060830574655e-29
PL_AAIndex1_490,19.574549088907194,2.7910654876236166e-29
GA,19.53625904825597,3.182207000520322e-29
GFF,19.53455238383602,3.2008668782460055e-29
GDD,19.510734689878323,3.47302248398591e-29
AV,19.50916855246452,3.4917103603024346e-29
PL_CKSAAP_18,19.499359192177636,3.611075169466288e-29
PL_CKSAAP_328,19.395921868643043,5.148098424189845e-29
PL_CTDD_125,19.35006847780216,6.025077548662158e-29
PL_AAIndex1_369,19.348883354339993,6.049628155029479e-29
PL_AAIndex1_30,19.344211934289394,6.147380342318048e-29
PL_CKSAAP_268,19.31157898783948,6.875872536201776e-29
PL_AAIndex1_230,19.21761091565662,9.494194400747336e-29
GDS,19.19696268114825,1.019212987780574e-28
PL_CKSAAP_112,19.150731943667143,1.194703467056112e-28
PL_CTDD_185,19.13624923507202,1.255682504797336e-28
PL_CTDD_75,19.13624923507202,1.255682504797336e-28
SVGER2,19.099746212689375,1.4235843975938262e-28
EP,19.0928843630602,1.457574203660306e-28
PL_CTDD_175,19.05722791266378,1.6477430486212945e-28
GFS,19.05715003700379,1.6481845016778715e-28
PL_AAIndex1_24,19.054058229549945,1.6658071326010269e-28
PL_AAIndex1_265,19.023391012949894,1.8511663674402935e-28
FGF,19.008177228068032,1.9506584064530793e-28
PL_AAIndex1_375,18.999389089629275,2.0105539316409781e-28
PL_CKSAAP_330,18.98699233651416,2.0981920319376643e-28
PL_CTD_269,18.959434497387882,2.3069761722084273e-28
PL_CKSAAP_258,18.911126198987503,2.724491036979675e-28
PL_PAAC_15,18.900398297631263,2.827042677832479e-28
PL_CKSAAP_56,18.898475310094046,2.8458300274828855e-28
PL_CTD_79,18.889261530915224,2.937598790068088e-28
PL_CKSAAP_160,18.885468086543412,2.976238067575254e-28
PL_CTDD_174,18.882119976184214,3.0107643379854938e-28
PL_AAIndex1_172,18.865961949906705,3.1831179430561625e-28
PL_CKSAAP_15,18.848052707315826,3.3857335589352892e-28
PL_AAIndex1_78,18.815852614963337,3.783105241311453e-28
PL_CKSAAP_323,18.797224122396713,4.034007685702865e-28
FL,18.793938035423455,4.079967518080647e-28
PL_CKSAAP_377,18.785133235536225,4.2057172776017325e-28
PL_CKSAAP_50,18.76232109286941,4.549892377234182e-28
PL_CKSAAP_208,18.74253244611267,4.871243691391342e-28
LG,18.73492133527492,5.000815491697683e-28
PL_CTDT_27,18.680710904193536,6.029287308942879e-28
PL_AAIndex1_266,18.666530102323843,6.331690258742327e-28
DFG,18.611826302350487,7.647714573152767e-28
PL_CTDD_22,18.60192249474505,7.913771923158177e-28
PL_CTD_39,18.60088732879971,7.942110910917115e-28
PL_AAIndex1_264,18.566659031673797,8.938715264390958e-28
PL_CTD_115,18.563735901593557,9.029427305416999e-28
NG,18.55064720071069,9.447054256606286e-28
PL_AAIndex1_505,18.539578815017798,9.81529480840724e-28
PL_CKSAAP_283,18.5129983771321,1.0759468476667314e-27
PL_AAIndex1_432,18.509311663027315,1.089742597296783e-27
SS.1,18.492663584983024,1.154281969526663e-27
PL_CKSAAP_71,18.47935423206854,1.208623827671157e-27
PL_CTDT_20,18.46934303215335,1.2511831070330123e-27
ProtFP5,18.414572401465833,1.5120633016971592e-27
PL_CKSAAP_265,18.408042490116262,1.5466016909580199e-27
BLOSUM10,18.399538074827355,1.5927722412057866e-27
PL_CKSAAP_80,18.393425357164,1.6268093924479017e-27
PL_CKSAAP_49,18.390251271700453,1.64477013694556e-27
PL_CTD_239,18.33027000543936,2.0241428835364144e-27
PL_CKSAAP_35,18.327079688700024,2.0466173054612075e-27
PL_CTD_117,18.316536901144726,2.12268127460412e-27
PL_AAIndex1_63,18.28542646218787,2.364062048931668e-27
DGS,18.272049930907716,2.476133469168031e-27
PL_CTDD_48,18.253432377395303,2.6410356858922794e-27
PL_QSO_Grantham_7,18.249730573586174,2.6751133528200393e-27
PL_CKSAAP_168,18.240541251126572,2.7616248927898483e-27
PL_CKSAAP_214,18.217254628828897,2.9936223002667146e-27
PL_CKSAAP_369,18.20949361233896,3.0752057320849592e-27
PL_AAIndex1_249,18.091643511129615,4.626836107277841e-27
LA,18.069938726501068,4.98858446839574e-27
PL_CKSAAP_184,18.06854187715425,5.012813681230061e-27
PL_Moran_7,18.03974432232857,5.539468191835855e-27
HGD,17.963295909622047,7.22264565912844e-27
WE,17.944384784048935,7.712795420558222e-27
InstabilityIndex,17.913043536940815,8.5996393525149e-27
PL_CKSAAP_83,17.859635493422296,1.0352804496105991e-26
PL_Geary_7,17.856227323871618,1.0476137873057646e-26
PL_AAIndex1_497,17.855172949410157,1.0514590611915087e-26
PL_CKSAAP_308,17.84052479461004,1.1063675550902656e-26
PL_CKSAAP_288,17.832701113528465,1.136862847702982e-26
PL_AAIndex1_431,17.81238622300196,1.220039450416702e-26
SVGER6,17.81124283885218,1.2248981913461661e-26
HP,17.8095010231127,1.2323372372088742e-26
PL_CTDT_12,17.799269965343637,1.2769559907094342e-26
PL_CTD_284,17.791354942235582,1.3125823328025515e-26
PL_CKSAAP_128,17.767838641860717,1.4244187052613707e-26
PL_AAIndex1_121,17.74105264634198,1.5634885529214472e-26
PL_CKSAAP_368,17.739839982164057,1.5700970710102868e-26
PL_CKSAAP_189,17.712950790991403,1.724046170314465e-26
PL_CKSAAP_20,17.710046378036143,1.7415551373640995e-26
PL_CKSAAP_177,17.681372530106774,1.924273591932923e-26
PL_CKSAAP_281,17.675670677544066,1.9628369654328548e-26
PL_CKSAAP_207,17.670506284008233,1.998433535230132e-26
PL_CKSAAP_68,17.66694303807219,2.0233704604512293e-26
PL_CTD_183,17.655468704061253,2.1058113544491933e-26
PL_CKSAAP_73,17.641522714774897,2.2105573388208557e-26
PL_CTD_197,17.586886702718097,2.673740401110859e-26
PL_CKSAAP_197,17.56066168910145,2.92946636945046e-26
PL_CKSAAP_122,17.560212243897993,2.934056315660402e-26
GI,17.550846900912696,3.0313569582605346e-26
PL_CTD_249,17.516595840042626,3.4155777497443493e-26
PL_QSO_Grantham_21,17.512152214014318,3.4688789123487844e-26
PL_AAIndex1_412,17.503192499216937,3.5788993685697774e-26
PL_CKSAAP_240,17.49620919350131,3.6670706472141266e-26
PL_AAIndex1_284,17.472237598378687,3.986638424336688e-26
PL_AAIndex1_286,17.46880483576347,4.034631397305096e-26
PL_CTD_212,17.45278317230405,4.2664016892670306e-26
HD.1,17.451346281095375,4.2878289286152477e-26
PL_QSO_Grantham_19,17.449301693171133,4.318504358394033e-26
PL_CKSAAP_190,17.442174172136873,4.427170566351488e-26
PL_CTDD_10,17.442073799080372,4.428720265557505e-26
PL_CKSAAP_277,17.43778358118791,4.4954694470426126e-26
PL_CKSAAP_40,17.423485323126393,4.725295584858659e-26
PL_CKSAAP_175,17.413278873364064,4.896521401018379e-26
F2,17.350882639989198,6.08725196603394e-26
FY,17.34700033288925,6.170278850048293e-26
PL_CKSAAP_347,17.34461424114934,6.221869973889398e-26
PL_CKSAAP_376,17.338030669723274,6.366470795216111e-26
PL_CKSAAP_311,17.31687731235877,6.854277398688464e-26
PL_CKSAAP_254,17.296887275834155,7.349646603289467e-26
T3,17.285539706681963,7.646655595018321e-26
PL_MoreauBroto_7,17.272057030293173,8.015228799098537e-26
PL_AAIndex1_279,17.227566176251567,9.362579996355202e-26
PL_QSO_SW_19,17.21515223631946,9.777510053515591e-26
PL_AAIndex1_337,17.210363695201757,9.942447453807297e-26
PL_CKSAAP_292,17.19421225374048,1.0519616464118414e-25
FA,17.183873540582884,1.090657920734316e-25
PL_CTD_177,17.130303022499547,1.3152290427563789e-25
I,17.12925140896936,1.3200730243965185e-25
S.1,17.107878626000574,1.4224900358219674e-25
PL_CKSAAP_256,17.086503372470375,1.532886348840014e-25
PL_CKSAAP_363,17.063310603043874,1.6624064811706834e-25
PL_CKSAAP_310,17.053276336645915,1.7217902641289848e-25
PL_APAAC_11,17.045460653485357,1.7695135712528424e-25
PL_CKSAAP_162,17.032834052144906,1.8494301848262395e-25
PL_APAAC_6,17.02838336957089,1.8784536989215636e-25
PL_CKSAAP_138,16.95271584108317,2.4479955764722213e-25
PL_CTD_42,16.945061944334547,2.514479285701065e-25
PL_QSO_Grantham_0,16.81909951469494,3.909068548613253e-25
PL_AAIndex1_391,16.817233891770698,3.9347117085387643e-25
CP,16.81310784014902,3.9920250764676997e-25
PL_AAIndex1_207,16.809756226676985,4.039196412001625e-25
PL_CKSAAP_227,16.781790702392097,4.455213957596236e-25
PL_CKSAAP_267,16.780774561775385,4.471113347122151e-25
PL_CTDD_100,16.73881626096833,5.179764656825483e-25
PL_CKSAAP_300,16.73747569969359,5.204173922730356e-25
PL_CTDT_1,16.733060232580712,5.285390057176325e-25
PL_CKSAAP_70,16.70495219207909,5.833031684664101e-25
PL_CKSAAP_2,16.701176994741264,5.910794777024456e-25
PL_CTDD_23,16.678502098781294,6.400221288577134e-25
PL_CKSAAP_297,16.663067139642166,6.756417025898043e-25
SL,16.646318195881452,7.165452652193407e-25
EY,16.610813949571078,8.116473412564507e-25
PL_CKSAAP_147,16.60360731849854,8.324444789144774e-25
SDG,16.57229543577975,9.29188368724941e-25
PL_APAAC_1,16.566788702715655,9.47332440039125e-25
EC,16.548224893227577,1.0111554614768986e-24
PL_CTDC_7,16.54133395768208,1.0359285724840645e-24
PL_CKSAAP_176,16.52721271749962,1.088611950159261e-24
PL_PAAC_6,16.512257057263742,1.1473397807932493e-24
PL_CKSAAP_232,16.48086664164775,1.2811373537176156e-24
PL_Geary_1,16.470741855086896,1.3275451824757923e-24
PL_CKSAAP_229,16.461048355480987,1.3735542963377476e-24
PL_PAAC_11,16.451000544437893,1.422932858363536e-24
PL_QSO_Grantham_8,16.392612395725184,1.747197339191011e-24
PL_AAIndex1_133,16.38517813750126,1.7934816428137765e-24
KW,16.371031036447285,1.884980605794436e-24
MSWHIM3,16.358908853036098,1.9670966376913495e-24
PL_CTD_275,16.32300672534381,2.2319436750280114e-24
PL_CTD_109,16.265300451219172,2.734576691805697e-24
PL_AAIndex1_415,16.26184575103828,2.7680382244163675e-24
PL_CKSAAP_244,16.25505990772883,2.8349640136722265e-24
PL_PAAC_1,16.22118344292832,3.1941306328471044e-24
V,16.209959472427638,3.322919954684251e-24
PL_AAIndex1_285,16.203280600425753,3.402013494054338e-24
PL_CTDD_180,16.198144054119197,3.4641236041529076e-24
PL_AAIndex1_361,16.198023826052896,3.465590910525172e-24
PL_CKSAAP_119,16.195324718990868,3.498696247706469e-24
PL_CKSAAP_332,16.17314235146679,3.783057702437998e-24
PL_CTD_154,16.12058848901851,4.55269926262855e-24
A,16.10568362728586,4.7982715198433305e-24
PL_AAIndex1_74,16.05811780789807,5.674336802685482e-24
PL_CKSAAP_192,16.04704779788314,5.900229315516492e-24
PL_CKSAAP_329,16.008265345817556,6.765131148983696e-24
PL_CKSAAP_247,16.002091012462156,6.914102520983919e-24
BLOSUM4,15.976036824947265,7.57980656434598e-24
BLOSUM3,15.971902446968823,7.691196497404839e-24
GK,15.940192909469191,8.601903019983929e-24
PL_CKSAAP_33,15.923707735312979,9.117292837067732e-24
Z3,15.910751546053447,9.543984813512762e-24
PL_CTDT_33,15.898847798168687,9.953637474250161e-24
PL_CTD_86,15.89286283930485,1.016621379581613e-23
PL_CKSAAP_248,15.890999488576771,1.0233321430463964e-23
HDG,15.84656132593033,1.1972182544636016e-23
FV,15.843981153890645,1.2081792897921026e-23
Y,15.821735437806009,1.3069539767486942e-23
PL_QSO_Grantham_17,15.811793216671507,1.353678031483593e-23
PL_Moran_1,15.765673077065776,1.5932964792780696e-23
PL_CKSAAP_237,15.745597343247045,1.7104687744024232e-23
PL_CTD_182,15.719309968049224,1.8770535390824766e-23
PL_AAIndex1_37,15.673011450893592,2.210973293974668e-23
PL_CKSAAP_309,15.655624216420689,2.3512244580032662e-23
PL_CTD_201,15.582225446892469,3.0485325921452065e-23
PL_AAIndex1_188,15.544906309788496,3.479096888283635e-23
PL_CKSAAP_383,15.52942370930248,3.6751486183568927e-23
PL_CTDT_29,15.503741345036472,4.0250783631430614e-23
HV,15.477549440967472,4.416371586800703e-23
PL_CKSAAP_371,15.454786297326233,4.787282619681315e-23
PL_CTDD_35,15.436155330822428,5.113984051608741e-23
PL_CKSAAP_4,15.433254742033503,5.1668198685525104e-23
AF2,15.411772515875224,5.575543420091515e-23
PL_AAIndex1_51,15.399868221318984,5.81583140315712e-23
K,15.398053456222298,5.853363225463698e-23
PL_AAIndex1_458,15.38952643791284,6.032989582672518e-23
PL_CTD_317,15.386623329414856,6.095397414496573e-23
PL_CKSAAP_282,15.377502355321683,6.295711023481716e-23
CE,15.375475546705777,6.341111927590568e-23
PL_CKSAAP_178,15.355468272266545,6.80726763051035e-23
PL_CKSAAP_87,15.323645045330831,7.620516654631669e-23
PL_CKSAAP_243,15.301690820932846,8.237655212007736e-23
PL_AAIndex1_413,15.299781337176597,8.293642865965999e-23
PL_CTD_84,15.295531215231376,8.419632875731156e-23
PL_CKSAAP_356,15.266084806612868,9.346840135472921e-23
PL_CTDC_27,15.215783652231279,1.1173617996980897e-22
IL,15.20879967478462,1.145408978313104e-22
PL_AAIndex1_206,15.20677213663046,1.1536828085606825e-22
PL_CKSAAP_120,15.20650896202976,1.1547611349862724e-22
PL_CTD_246,15.202110356386221,1.1729341554603588e-22
PL_CKSAAP_293,15.197482910241455,1.192362109099276e-22
PL_CKSAAP_262,15.179040641572255,1.273047872099867e-22
PL_CKSAAP_43,15.174813953141406,1.2922975926455313e-22
PL_CTD_80,15.075611540946056,1.8382278144396707e-22
WV,14.956628739055006,2.806108378580347e-22
PL_CTD_256,14.954819592898822,2.8242230035932606e-22
HF.1,14.942352590906394,2.952279833852168e-22
PL_CTD_113,14.938278226909835,2.9953793685606103e-22
FGD,14.934969962652486,3.03083837036007e-22
